日期,年,月,日,農曆,屬性,值
2018/4/10,2018,4,10,廿五,白肉雞(2.0Kg以上),30.8
2018/4/10,2018,4,10,廿五,白肉雞(1.75-1.95Kg),30.8
2018/4/10,2018,4,10,廿五,白肉雞(門市價高屏),32.3
2018/4/10,2018,4,10,廿五,雞蛋(大運輸價),24.5
2018/4/11,2018,4,11,廿六,白肉雞(2.0Kg以上),30.8
2018/4/11,2018,4,11,廿六,白肉雞(1.75-1.95Kg),30.8
2018/4/11,2018,4,11,廿六,白肉雞(門市價高屏),32.3
2018/4/11,2018,4,11,廿六,雞蛋(大運輸價),26.5
2018/4/12,2018,4,12,廿七,白肉雞(2.0Kg以上),30.8
2018/4/12,2018,4,12,廿七,白肉雞(1.75-1.95Kg),30.8
2018/4/12,2018,4,12,廿七,白肉雞(門市價高屏),32.3
2018/4/12,2018,4,12,廿七,雞蛋(大運輸價),26.5
2018/4/13,2018,4,13,廿八,白肉雞(2.0Kg以上),30.8
2018/4/13,2018,4,13,廿八,白肉雞(1.75-1.95Kg),30.8
2018/4/13,2018,4,13,廿八,白肉雞(門市價高屏),32.3
2018/4/13,2018,4,13,廿八,雞蛋(大運輸價),26.5
2018/4/14,2018,4,14,廿九,白肉雞(2.0Kg以上),30.8
2018/4/14,2018,4,14,廿九,白肉雞(1.75-1.95Kg),30.8
2018/4/14,2018,4,14,廿九,白肉雞(門市價高屏),32.3
2018/4/14,2018,4,14,廿九,雞蛋(大運輸價),26.5
2018/4/15,2018,4,15,三十,白肉雞(2.0Kg以上),30.8
2018/4/15,2018,4,15,三十,白肉雞(1.75-1.95Kg),30.8
2018/4/15,2018,4,15,三十,白肉雞(門市價高屏),32.3
2018/4/15,2018,4,15,三十,雞蛋(大運輸價),26.5
2018/4/16,2018,4,16,三月,白肉雞(2.0Kg以上),30.8
2018/4/16,2018,4,16,三月,白肉雞(1.75-1.95Kg),30.8
2018/4/16,2018,4,16,三月,白肉雞(門市價高屏),32.3
2018/4/16,2018,4,16,三月,雞蛋(大運輸價),26.5
2018/4/17,2018,4,17,初二,白肉雞(2.0Kg以上),30.5
2018/4/17,2018,4,17,初二,白肉雞(1.75-1.95Kg),30.5
2018/4/17,2018,4,17,初二,白肉雞(門市價高屏),32
2018/4/17,2018,4,17,初二,雞蛋(大運輸價),26.5
2018/4/18,2018,4,18,初三,白肉雞(2.0Kg以上),30.5
2018/4/18,2018,4,18,初三,白肉雞(1.75-1.95Kg),30.5
2018/4/18,2018,4,18,初三,白肉雞(門市價高屏),32
2018/4/18,2018,4,18,初三,雞蛋(大運輸價),26.5
2018/4/19,2018,4,19,初四,白肉雞(2.0Kg以上),30.5
2018/4/19,2018,4,19,初四,白肉雞(1.75-1.95Kg),30.5
2018/4/19,2018,4,19,初四,白肉雞(門市價高屏),32
2018/4/19,2018,4,19,初四,雞蛋(大運輸價),26.5
2018/4/20,2018,4,20,穀雨,白肉雞(2.0Kg以上),30.5
2018/4/20,2018,4,20,穀雨,白肉雞(1.75-1.95Kg),30.5
2018/4/20,2018,4,20,穀雨,白肉雞(門市價高屏),32
2018/4/20,2018,4,20,穀雨,雞蛋(大運輸價),26.5
2018/4/21,2018,4,21,初六,白肉雞(2.0Kg以上),30.5
2018/4/21,2018,4,21,初六,白肉雞(1.75-1.95Kg),30.5
2018/4/21,2018,4,21,初六,白肉雞(門市價高屏),32
2018/4/21,2018,4,21,初六,雞蛋(大運輸價),26.5
2018/4/22,2018,4,22,初七,白肉雞(2.0Kg以上),30.5
2018/4/22,2018,4,22,初七,白肉雞(1.75-1.95Kg),30.5
2018/4/22,2018,4,22,初七,白肉雞(門市價高屏),32
2018/4/22,2018,4,22,初七,雞蛋(大運輸價),26.5
2018/4/23,2018,4,23,初八,白肉雞(2.0Kg以上),30.5
2018/4/23,2018,4,23,初八,白肉雞(1.75-1.95Kg),30.5
2018/4/23,2018,4,23,初八,白肉雞(門市價高屏),32
2018/4/23,2018,4,23,初八,雞蛋(大運輸價),26.5
2018/4/24,2018,4,24,初九,白肉雞(2.0Kg以上),30.5
2018/4/24,2018,4,24,初九,白肉雞(1.75-1.95Kg),30.5
2018/4/24,2018,4,24,初九,白肉雞(門市價高屏),32
2018/4/24,2018,4,24,初九,雞蛋(大運輸價),26.5
2018/4/25,2018,4,25,初十,白肉雞(2.0Kg以上),30.5
2018/4/25,2018,4,25,初十,白肉雞(1.75-1.95Kg),30.5
2018/4/25,2018,4,25,初十,白肉雞(門市價高屏),32
2018/4/25,2018,4,25,初十,雞蛋(大運輸價),26.5
2018/4/26,2018,4,26,十一,白肉雞(2.0Kg以上),30.8
2018/4/26,2018,4,26,十一,白肉雞(1.75-1.95Kg),30.8
2018/4/26,2018,4,26,十一,白肉雞(門市價高屏),32.3
2018/4/26,2018,4,26,十一,雞蛋(大運輸價),26.5
2018/4/27,2018,4,27,十二,白肉雞(2.0Kg以上),30.8
2018/4/27,2018,4,27,十二,白肉雞(1.75-1.95Kg),30.8
2018/4/27,2018,4,27,十二,白肉雞(門市價高屏),32.3
2018/4/27,2018,4,27,十二,雞蛋(大運輸價),26.5
2018/4/28,2018,4,28,十三,白肉雞(2.0Kg以上),30.8
2018/4/28,2018,4,28,十三,白肉雞(1.75-1.95Kg),30.8
2018/4/28,2018,4,28,十三,白肉雞(門市價高屏),32.3
2018/4/28,2018,4,28,十三,雞蛋(大運輸價),26.5
2018/4/29,2018,4,29,十四,白肉雞(2.0Kg以上),30.8
2018/4/29,2018,4,29,十四,白肉雞(1.75-1.95Kg),30.8
2018/4/29,2018,4,29,十四,白肉雞(門市價高屏),32.3
2018/4/29,2018,4,29,十四,雞蛋(大運輸價),26.5
2018/4/30,2018,4,30,十五,白肉雞(2.0Kg以上),30.8
2018/4/30,2018,4,30,十五,白肉雞(1.75-1.95Kg),30.8
2018/4/30,2018,4,30,十五,白肉雞(門市價高屏),32.3
2018/4/30,2018,4,30,十五,雞蛋(大運輸價),26.5
2018/5/1,2018,5,1,十六,白肉雞(2.0Kg以上),30.8
2018/5/1,2018,5,1,十六,白肉雞(1.75-1.95Kg),30.8
2018/5/1,2018,5,1,十六,白肉雞(門市價高屏),32.3
2018/5/1,2018,5,1,十六,雞蛋(大運輸價),26.5
2018/5/2,2018,5,2,十七,白肉雞(2.0Kg以上),30.8
2018/5/2,2018,5,2,十七,白肉雞(1.75-1.95Kg),30.8
2018/5/2,2018,5,2,十七,白肉雞(門市價高屏),32.3
2018/5/2,2018,5,2,十七,雞蛋(大運輸價),26.5
2018/5/3,2018,5,3,十八,白肉雞(2.0Kg以上),30.8
2018/5/3,2018,5,3,十八,白肉雞(1.75-1.95Kg),30.8
2018/5/3,2018,5,3,十八,白肉雞(門市價高屏),32.3
2018/5/3,2018,5,3,十八,雞蛋(大運輸價),26.5
2018/5/4,2018,5,4,十九,白肉雞(2.0Kg以上),30.8
2018/5/4,2018,5,4,十九,白肉雞(1.75-1.95Kg),30.8
2018/5/4,2018,5,4,十九,白肉雞(門市價高屏),32.3
2018/5/4,2018,5,4,十九,雞蛋(大運輸價),26.5
2018/5/5,2018,5,5,立夏,白肉雞(2.0Kg以上),30.8
2018/5/5,2018,5,5,立夏,白肉雞(1.75-1.95Kg),30.8
2018/5/5,2018,5,5,立夏,白肉雞(門市價高屏),32.3
2018/5/5,2018,5,5,立夏,雞蛋(大運輸價),26.5
2018/5/6,2018,5,6,廿一,白肉雞(2.0Kg以上),30.8
2018/5/6,2018,5,6,廿一,白肉雞(1.75-1.95Kg),30.8
2018/5/6,2018,5,6,廿一,白肉雞(門市價高屏),32.3
2018/5/6,2018,5,6,廿一,雞蛋(大運輸價),26.5
2018/5/7,2018,5,7,廿二,白肉雞(2.0Kg以上),30.8
2018/5/7,2018,5,7,廿二,白肉雞(1.75-1.95Kg),30.8
2018/5/7,2018,5,7,廿二,白肉雞(門市價高屏),32.3
2018/5/7,2018,5,7,廿二,雞蛋(大運輸價),26.5
2018/5/8,2018,5,8,廿三,白肉雞(2.0Kg以上),30.8
2018/5/8,2018,5,8,廿三,白肉雞(1.75-1.95Kg),30.8
2018/5/8,2018,5,8,廿三,白肉雞(門市價高屏),32.3
2018/5/8,2018,5,8,廿三,雞蛋(大運輸價),26.5
2018/5/9,2018,5,9,廿四,白肉雞(2.0Kg以上),30.8
2018/5/9,2018,5,9,廿四,白肉雞(1.75-1.95Kg),30.8
2018/5/9,2018,5,9,廿四,白肉雞(門市價高屏),32.3
2018/5/9,2018,5,9,廿四,雞蛋(大運輸價),28.5
2018/5/10,2018,5,10,廿五,白肉雞(2.0Kg以上),30.8
2018/5/10,2018,5,10,廿五,白肉雞(1.75-1.95Kg),30.8
2018/5/10,2018,5,10,廿五,白肉雞(門市價高屏),32.3
2018/5/10,2018,5,10,廿五,雞蛋(大運輸價),28.5
2018/5/11,2018,5,11,廿六,白肉雞(2.0Kg以上),30.5
2018/5/11,2018,5,11,廿六,白肉雞(1.75-1.95Kg),30.5
2018/5/11,2018,5,11,廿六,白肉雞(門市價高屏),32
2018/5/11,2018,5,11,廿六,雞蛋(大運輸價),28.5
2018/5/12,2018,5,12,廿七,白肉雞(2.0Kg以上),30.5
2018/5/12,2018,5,12,廿七,白肉雞(1.75-1.95Kg),30.5
2018/5/12,2018,5,12,廿七,白肉雞(門市價高屏),32
2018/5/12,2018,5,12,廿七,雞蛋(大運輸價),28.5
2018/5/13,2018,5,13,廿八,白肉雞(2.0Kg以上),30.5
2018/5/13,2018,5,13,廿八,白肉雞(1.75-1.95Kg),30.5
2018/5/13,2018,5,13,廿八,白肉雞(門市價高屏),32
2018/5/13,2018,5,13,廿八,雞蛋(大運輸價),28.5
2018/5/14,2018,5,14,廿九,白肉雞(2.0Kg以上),30.5
2018/5/14,2018,5,14,廿九,白肉雞(1.75-1.95Kg),30.5
2018/5/14,2018,5,14,廿九,白肉雞(門市價高屏),32
2018/5/14,2018,5,14,廿九,雞蛋(大運輸價),28.5
2018/5/15,2018,5,15,四月,白肉雞(2.0Kg以上),30.5
2018/5/15,2018,5,15,四月,白肉雞(1.75-1.95Kg),30.5
2018/5/15,2018,5,15,四月,白肉雞(門市價高屏),32
2018/5/15,2018,5,15,四月,雞蛋(大運輸價),28.5
2018/5/16,2018,5,16,初二,白肉雞(2.0Kg以上),30.5
2018/5/16,2018,5,16,初二,白肉雞(1.75-1.95Kg),30.5
2018/5/16,2018,5,16,初二,白肉雞(門市價高屏),32
2018/5/16,2018,5,16,初二,雞蛋(大運輸價),28.5
2018/5/17,2018,5,17,初三,白肉雞(2.0Kg以上),30.5
2018/5/17,2018,5,17,初三,白肉雞(1.75-1.95Kg),30.5
2018/5/17,2018,5,17,初三,白肉雞(門市價高屏),32
2018/5/17,2018,5,17,初三,雞蛋(大運輸價),28.5
2018/5/18,2018,5,18,初四,白肉雞(2.0Kg以上),30.3
2018/5/18,2018,5,18,初四,白肉雞(1.75-1.95Kg),30.3
2018/5/18,2018,5,18,初四,白肉雞(門市價高屏),31.8
2018/5/18,2018,5,18,初四,雞蛋(大運輸價),28.5
2018/5/19,2018,5,19,初五,白肉雞(2.0Kg以上),30.3
2018/5/19,2018,5,19,初五,白肉雞(1.75-1.95Kg),30.3
2018/5/19,2018,5,19,初五,白肉雞(門市價高屏),31.8
2018/5/19,2018,5,19,初五,雞蛋(大運輸價),28.5
2018/5/20,2018,5,20,初六,白肉雞(2.0Kg以上),30.3
2018/5/20,2018,5,20,初六,白肉雞(1.75-1.95Kg),30.3
2018/5/20,2018,5,20,初六,白肉雞(門市價高屏),31.8
2018/5/20,2018,5,20,初六,雞蛋(大運輸價),28.5
2018/5/21,2018,5,21,小滿,白肉雞(2.0Kg以上),30.3
2018/5/21,2018,5,21,小滿,白肉雞(1.75-1.95Kg),30.3
2018/5/21,2018,5,21,小滿,白肉雞(門市價高屏),31.8
2018/5/21,2018,5,21,小滿,雞蛋(大運輸價),28.5
2018/5/22,2018,5,22,初八,白肉雞(2.0Kg以上),30.3
2018/5/22,2018,5,22,初八,白肉雞(1.75-1.95Kg),30.3
2018/5/22,2018,5,22,初八,白肉雞(門市價高屏),31.8
2018/5/22,2018,5,22,初八,雞蛋(大運輸價),28.5
2018/5/23,2018,5,23,初九,白肉雞(2.0Kg以上),30.3
2018/5/23,2018,5,23,初九,白肉雞(1.75-1.95Kg),30.3
2018/5/23,2018,5,23,初九,白肉雞(門市價高屏),31.8
2018/5/23,2018,5,23,初九,雞蛋(大運輸價),28.5
2018/5/24,2018,5,24,初十,白肉雞(2.0Kg以上),30.3
2018/5/24,2018,5,24,初十,白肉雞(1.75-1.95Kg),30.3
2018/5/24,2018,5,24,初十,白肉雞(門市價高屏),31.8
2018/5/24,2018,5,24,初十,雞蛋(大運輸價),28.5
2018/5/25,2018,5,25,十一,白肉雞(2.0Kg以上),30.3
2018/5/25,2018,5,25,十一,白肉雞(1.75-1.95Kg),30.3
2018/5/25,2018,5,25,十一,白肉雞(門市價高屏),31.8
2018/5/25,2018,5,25,十一,雞蛋(大運輸價),28.5
2018/5/26,2018,5,26,十二,白肉雞(2.0Kg以上),30.3
2018/5/26,2018,5,26,十二,白肉雞(1.75-1.95Kg),30.3
2018/5/26,2018,5,26,十二,白肉雞(門市價高屏),31.8
2018/5/26,2018,5,26,十二,雞蛋(大運輸價),28.5
2018/5/27,2018,5,27,十三,白肉雞(2.0Kg以上),30.3
2018/5/27,2018,5,27,十三,白肉雞(1.75-1.95Kg),30.3
2018/5/27,2018,5,27,十三,白肉雞(門市價高屏),31.8
2018/5/27,2018,5,27,十三,雞蛋(大運輸價),28.5
2018/5/28,2018,5,28,十四,白肉雞(2.0Kg以上),30.3
2018/5/28,2018,5,28,十四,白肉雞(1.75-1.95Kg),30.3
2018/5/28,2018,5,28,十四,白肉雞(門市價高屏),31.8
2018/5/28,2018,5,28,十四,雞蛋(大運輸價),28.5
2018/5/29,2018,5,29,十五,白肉雞(2.0Kg以上),30.3
2018/5/29,2018,5,29,十五,白肉雞(1.75-1.95Kg),30.3
2018/5/29,2018,5,29,十五,白肉雞(門市價高屏),31.8
2018/5/29,2018,5,29,十五,雞蛋(大運輸價),26.5
2018/5/30,2018,5,30,十六,白肉雞(2.0Kg以上),30.3
2018/5/30,2018,5,30,十六,白肉雞(1.75-1.95Kg),30.3
2018/5/30,2018,5,30,十六,白肉雞(門市價高屏),31.8
2018/5/30,2018,5,30,十六,雞蛋(大運輸價),26.5
2018/5/31,2018,5,31,十七,白肉雞(2.0Kg以上),30.3
2018/5/31,2018,5,31,十七,白肉雞(1.75-1.95Kg),30.3
2018/5/31,2018,5,31,十七,白肉雞(門市價高屏),31.8
2018/5/31,2018,5,31,十七,雞蛋(大運輸價),26.5
2018/6/1,2018,6,1,十八,白肉雞(2.0Kg以上),30.3
2018/6/1,2018,6,1,十八,白肉雞(1.75-1.95Kg),30.3
2018/6/1,2018,6,1,十八,白肉雞(門市價高屏),31.8
2018/6/1,2018,6,1,十八,雞蛋(大運輸價),26.5
2018/6/2,2018,6,2,十九,白肉雞(2.0Kg以上),30.3
2018/6/2,2018,6,2,十九,白肉雞(1.75-1.95Kg),30.3
2018/6/2,2018,6,2,十九,白肉雞(門市價高屏),31.8
2018/6/2,2018,6,2,十九,雞蛋(大運輸價),26.5
2018/6/3,2018,6,3,二十,白肉雞(2.0Kg以上),30.3
2018/6/3,2018,6,3,二十,白肉雞(1.75-1.95Kg),30.3
2018/6/3,2018,6,3,二十,白肉雞(門市價高屏),31.8
2018/6/3,2018,6,3,二十,雞蛋(大運輸價),26.5
2018/6/4,2018,6,4,廿一,白肉雞(2.0Kg以上),30.3
2018/6/4,2018,6,4,廿一,白肉雞(1.75-1.95Kg),30.3
2018/6/4,2018,6,4,廿一,白肉雞(門市價高屏),31.8
2018/6/4,2018,6,4,廿一,雞蛋(大運輸價),26.5
2018/6/5,2018,6,5,廿二,白肉雞(2.0Kg以上),30.3
2018/6/5,2018,6,5,廿二,白肉雞(1.75-1.95Kg),30.3
2018/6/5,2018,6,5,廿二,白肉雞(門市價高屏),31.8
2018/6/5,2018,6,5,廿二,雞蛋(大運輸價),26.5
2018/6/6,2018,6,6,芒種,白肉雞(2.0Kg以上),30.3
2018/6/6,2018,6,6,芒種,白肉雞(1.75-1.95Kg),30.3
2018/6/6,2018,6,6,芒種,白肉雞(門市價高屏),31.8
2018/6/6,2018,6,6,芒種,雞蛋(大運輸價),26.5
2018/6/7,2018,6,7,廿四,白肉雞(2.0Kg以上),30.3
2018/6/7,2018,6,7,廿四,白肉雞(1.75-1.95Kg),30.3
2018/6/7,2018,6,7,廿四,白肉雞(門市價高屏),31.8
2018/6/7,2018,6,7,廿四,雞蛋(大運輸價),26.5
2018/6/8,2018,6,8,廿五,白肉雞(2.0Kg以上),30.3
2018/6/8,2018,6,8,廿五,白肉雞(1.75-1.95Kg),30.3
2018/6/8,2018,6,8,廿五,白肉雞(門市價高屏),31.8
2018/6/8,2018,6,8,廿五,雞蛋(大運輸價),26.5
2018/6/9,2018,6,9,廿六,白肉雞(2.0Kg以上),30.3
2018/6/9,2018,6,9,廿六,白肉雞(1.75-1.95Kg),30.3
2018/6/9,2018,6,9,廿六,白肉雞(門市價高屏),31.8
2018/6/9,2018,6,9,廿六,雞蛋(大運輸價),26.5
2018/6/10,2018,6,10,廿七,白肉雞(2.0Kg以上),30.3
2018/6/10,2018,6,10,廿七,白肉雞(1.75-1.95Kg),30.3
2018/6/10,2018,6,10,廿七,白肉雞(門市價高屏),31.8
2018/6/10,2018,6,10,廿七,雞蛋(大運輸價),26.5
2018/6/11,2018,6,11,廿八,白肉雞(2.0Kg以上),30.3
2018/6/11,2018,6,11,廿八,白肉雞(1.75-1.95Kg),30.3
2018/6/11,2018,6,11,廿八,白肉雞(門市價高屏),31.8
2018/6/11,2018,6,11,廿八,雞蛋(大運輸價),26.5
2018/6/12,2018,6,12,廿九,白肉雞(2.0Kg以上),30
2018/6/12,2018,6,12,廿九,白肉雞(1.75-1.95Kg),30
2018/6/12,2018,6,12,廿九,白肉雞(門市價高屏),31.5
2018/6/12,2018,6,12,廿九,雞蛋(大運輸價),26.5
2018/6/13,2018,6,13,三十,白肉雞(2.0Kg以上),30
2018/6/13,2018,6,13,三十,白肉雞(1.75-1.95Kg),30
2018/6/13,2018,6,13,三十,白肉雞(門市價高屏),31.5
2018/6/13,2018,6,13,三十,雞蛋(大運輸價),26.5
2018/6/14,2018,6,14,五月,白肉雞(2.0Kg以上),30
2018/6/14,2018,6,14,五月,白肉雞(1.75-1.95Kg),30
2018/6/14,2018,6,14,五月,白肉雞(門市價高屏),31.5
2018/6/14,2018,6,14,五月,雞蛋(大運輸價),26.5
2018/6/15,2018,6,15,初二,白肉雞(2.0Kg以上),30
2018/6/15,2018,6,15,初二,白肉雞(1.75-1.95Kg),30
2018/6/15,2018,6,15,初二,白肉雞(門市價高屏),31.5
2018/6/15,2018,6,15,初二,雞蛋(大運輸價),26.5
2018/6/16,2018,6,16,初三,白肉雞(2.0Kg以上),30
2018/6/16,2018,6,16,初三,白肉雞(1.75-1.95Kg),30
2018/6/16,2018,6,16,初三,白肉雞(門市價高屏),31.5
2018/6/16,2018,6,16,初三,雞蛋(大運輸價),26.5
2018/6/17,2018,6,17,初四,白肉雞(2.0Kg以上),30
2018/6/17,2018,6,17,初四,白肉雞(1.75-1.95Kg),30
2018/6/17,2018,6,17,初四,白肉雞(門市價高屏),31.5
2018/6/17,2018,6,17,初四,雞蛋(大運輸價),26.5
2018/6/18,2018,6,18,端午節,白肉雞(2.0Kg以上),30
2018/6/18,2018,6,18,端午節,白肉雞(1.75-1.95Kg),30
2018/6/18,2018,6,18,端午節,白肉雞(門市價高屏),31.5
2018/6/18,2018,6,18,端午節,雞蛋(大運輸價),26.5
2018/6/19,2018,6,19,初六,白肉雞(2.0Kg以上),30
2018/6/19,2018,6,19,初六,白肉雞(1.75-1.95Kg),30
2018/6/19,2018,6,19,初六,白肉雞(門市價高屏),31.5
2018/6/19,2018,6,19,初六,雞蛋(大運輸價),24.5
2018/6/20,2018,6,20,初七,白肉雞(2.0Kg以上),30
2018/6/20,2018,6,20,初七,白肉雞(1.75-1.95Kg),30
2018/6/20,2018,6,20,初七,白肉雞(門市價高屏),31.5
2018/6/20,2018,6,20,初七,雞蛋(大運輸價),24.5
2018/6/21,2018,6,21,夏至,白肉雞(2.0Kg以上),29.8
2018/6/21,2018,6,21,夏至,白肉雞(1.75-1.95Kg),29.8
2018/6/21,2018,6,21,夏至,白肉雞(門市價高屏),31.3
2018/6/21,2018,6,21,夏至,雞蛋(大運輸價),24.5
2018/6/22,2018,6,22,初九,白肉雞(2.0Kg以上),29.8
2018/6/22,2018,6,22,初九,白肉雞(1.75-1.95Kg),29.8
2018/6/22,2018,6,22,初九,白肉雞(門市價高屏),31.3
2018/6/22,2018,6,22,初九,雞蛋(大運輸價),27.5
2018/6/23,2018,6,23,初十,白肉雞(2.0Kg以上),29.8
2018/6/23,2018,6,23,初十,白肉雞(1.75-1.95Kg),29.8
2018/6/23,2018,6,23,初十,白肉雞(門市價高屏),31.3
2018/6/23,2018,6,23,初十,雞蛋(大運輸價),27.5
2018/6/24,2018,6,24,十一,白肉雞(2.0Kg以上),29.8
2018/6/24,2018,6,24,十一,白肉雞(1.75-1.95Kg),29.8
2018/6/24,2018,6,24,十一,白肉雞(門市價高屏),31.3
2018/6/24,2018,6,24,十一,雞蛋(大運輸價),27.5
2018/6/25,2018,6,25,十二,白肉雞(2.0Kg以上),29.8
2018/6/25,2018,6,25,十二,白肉雞(1.75-1.95Kg),29.8
2018/6/25,2018,6,25,十二,白肉雞(門市價高屏),31.3
2018/6/25,2018,6,25,十二,雞蛋(大運輸價),27.5
2018/6/26,2018,6,26,十三,白肉雞(2.0Kg以上),29.5
2018/6/26,2018,6,26,十三,白肉雞(1.75-1.95Kg),29.5
2018/6/26,2018,6,26,十三,白肉雞(門市價高屏),31
2018/6/26,2018,6,26,十三,雞蛋(大運輸價),27.5
2018/6/27,2018,6,27,十四,白肉雞(2.0Kg以上),29.5
2018/6/27,2018,6,27,十四,白肉雞(1.75-1.95Kg),29.5
2018/6/27,2018,6,27,十四,白肉雞(門市價高屏),31
2018/6/27,2018,6,27,十四,雞蛋(大運輸價),27.5
2018/6/28,2018,6,28,十五,白肉雞(2.0Kg以上),29.5
2018/6/28,2018,6,28,十五,白肉雞(1.75-1.95Kg),29.5
2018/6/28,2018,6,28,十五,白肉雞(門市價高屏),31
2018/6/28,2018,6,28,十五,雞蛋(大運輸價),27.5
2018/6/29,2018,6,29,十六,白肉雞(2.0Kg以上),29.5
2018/6/29,2018,6,29,十六,白肉雞(1.75-1.95Kg),29.5
2018/6/29,2018,6,29,十六,白肉雞(門市價高屏),31
2018/6/29,2018,6,29,十六,雞蛋(大運輸價),27.5
2018/6/30,2018,6,30,十七,白肉雞(2.0Kg以上),29.3
2018/6/30,2018,6,30,十七,白肉雞(1.75-1.95Kg),29.3
2018/6/30,2018,6,30,十七,白肉雞(門市價高屏),30.8
2018/6/30,2018,6,30,十七,雞蛋(大運輸價),27.5
2018/7/1,2018,7,1,十八,白肉雞(2.0Kg以上),29.3
2018/7/1,2018,7,1,十八,白肉雞(1.75-1.95Kg),29.3
2018/7/1,2018,7,1,十八,白肉雞(門市價高屏),30.8
2018/7/1,2018,7,1,十八,雞蛋(大運輸價),27.5
2018/7/2,2018,7,2,十九,白肉雞(2.0Kg以上),29.3
2018/7/2,2018,7,2,十九,白肉雞(1.75-1.95Kg),29.3
2018/7/2,2018,7,2,十九,白肉雞(門市價高屏),30.8
2018/7/2,2018,7,2,十九,雞蛋(大運輸價),27.5
2018/7/3,2018,7,3,二十,白肉雞(2.0Kg以上),29.3
2018/7/3,2018,7,3,二十,白肉雞(1.75-1.95Kg),29.3
2018/7/3,2018,7,3,二十,白肉雞(門市價高屏),30.8
2018/7/3,2018,7,3,二十,雞蛋(大運輸價),27.5
2018/7/4,2018,7,4,廿一,白肉雞(2.0Kg以上),29.3
2018/7/4,2018,7,4,廿一,白肉雞(1.75-1.95Kg),29.3
2018/7/4,2018,7,4,廿一,白肉雞(門市價高屏),30.8
2018/7/4,2018,7,4,廿一,雞蛋(大運輸價),27.5
2018/7/5,2018,7,5,廿二,白肉雞(2.0Kg以上),29
2018/7/5,2018,7,5,廿二,白肉雞(1.75-1.95Kg),29
2018/7/5,2018,7,5,廿二,白肉雞(門市價高屏),30.5
2018/7/5,2018,7,5,廿二,雞蛋(大運輸價),27.5
2018/7/6,2018,7,6,廿三,白肉雞(2.0Kg以上),29
2018/7/6,2018,7,6,廿三,白肉雞(1.75-1.95Kg),29
2018/7/6,2018,7,6,廿三,白肉雞(門市價高屏),30.5
2018/7/6,2018,7,6,廿三,雞蛋(大運輸價),27.5
2018/7/7,2018,7,7,小暑,白肉雞(2.0Kg以上),29
2018/7/7,2018,7,7,小暑,白肉雞(1.75-1.95Kg),29
2018/7/7,2018,7,7,小暑,白肉雞(門市價高屏),30.5
2018/7/7,2018,7,7,小暑,雞蛋(大運輸價),27.5
2018/7/8,2018,7,8,廿五,白肉雞(2.0Kg以上),29
2018/7/8,2018,7,8,廿五,白肉雞(1.75-1.95Kg),29
2018/7/8,2018,7,8,廿五,白肉雞(門市價高屏),30.5
2018/7/8,2018,7,8,廿五,雞蛋(大運輸價),27.5
2018/7/9,2018,7,9,廿六,白肉雞(2.0Kg以上),29
2018/7/9,2018,7,9,廿六,白肉雞(1.75-1.95Kg),29
2018/7/9,2018,7,9,廿六,白肉雞(門市價高屏),30.5
2018/7/9,2018,7,9,廿六,雞蛋(大運輸價),27.5
2018/7/10,2018,7,10,廿七,白肉雞(2.0Kg以上),29
2018/7/10,2018,7,10,廿七,白肉雞(1.75-1.95Kg),29
2018/7/10,2018,7,10,廿七,白肉雞(門市價高屏),30.5
2018/7/10,2018,7,10,廿七,雞蛋(大運輸價),27.5
2018/7/11,2018,7,11,廿八,白肉雞(2.0Kg以上),29
2018/7/11,2018,7,11,廿八,白肉雞(1.75-1.95Kg),29
2018/7/11,2018,7,11,廿八,白肉雞(門市價高屏),30.5
2018/7/11,2018,7,11,廿八,雞蛋(大運輸價),27.5
2018/7/12,2018,7,12,廿九,白肉雞(2.0Kg以上),28.8
2018/7/12,2018,7,12,廿九,白肉雞(1.75-1.95Kg),28.8
2018/7/12,2018,7,12,廿九,白肉雞(門市價高屏),30.3
2018/7/12,2018,7,12,廿九,雞蛋(大運輸價),27.5
2018/7/13,2018,7,13,六月,白肉雞(2.0Kg以上),28.8
2018/7/13,2018,7,13,六月,白肉雞(1.75-1.95Kg),28.8
2018/7/13,2018,7,13,六月,白肉雞(門市價高屏),30.3
2018/7/13,2018,7,13,六月,雞蛋(大運輸價),27.5
2018/7/14,2018,7,14,初二,白肉雞(2.0Kg以上),28.8
2018/7/14,2018,7,14,初二,白肉雞(1.75-1.95Kg),28.8
2018/7/14,2018,7,14,初二,白肉雞(門市價高屏),30.3
2018/7/14,2018,7,14,初二,雞蛋(大運輸價),27.5
2018/7/15,2018,7,15,初三,白肉雞(2.0Kg以上),28.8
2018/7/15,2018,7,15,初三,白肉雞(1.75-1.95Kg),28.8
2018/7/15,2018,7,15,初三,白肉雞(門市價高屏),30.3
2018/7/15,2018,7,15,初三,雞蛋(大運輸價),27.5
2018/7/16,2018,7,16,初四,白肉雞(2.0Kg以上),28.8
2018/7/16,2018,7,16,初四,白肉雞(1.75-1.95Kg),28.8
2018/7/16,2018,7,16,初四,白肉雞(門市價高屏),30.3
2018/7/16,2018,7,16,初四,雞蛋(大運輸價),27.5
2018/7/17,2018,7,17,初五,白肉雞(2.0Kg以上),28.8
2018/7/17,2018,7,17,初五,白肉雞(1.75-1.95Kg),28.8
2018/7/17,2018,7,17,初五,白肉雞(門市價高屏),30.3
