年,月,居住地,年齡層,性別,旅客數
2019,6,美洲地區(Americas),40-49歲,男,5376
2019,7,美洲地區(Americas),40-49歲,男,5366
2019,8,美洲地區(Americas),40-49歲,男,4925
2019,9,美洲地區(Americas),40-49歲,男,4981
2019,10,美洲地區(Americas),40-49歲,男,5032
2019,11,美洲地區(Americas),40-49歲,男,4395
2019,12,美洲地區(Americas),40-49歲,男,4084
2020,1,美洲地區(Americas),40-49歲,男,6368
2020,2,美洲地區(Americas),40-49歲,男,3383
2020,3,美洲地區(Americas),40-49歲,男,917
2020,4,美洲地區(Americas),40-49歲,男,53
2020,5,美洲地區(Americas),40-49歲,男,87
2020,6,美洲地區(Americas),40-49歲,男,175
2020,7,美洲地區(Americas),40-49歲,男,252
2020,8,美洲地區(Americas),40-49歲,男,359
2020,9,美洲地區(Americas),40-49歲,男,302
2020,10,美洲地區(Americas),40-49歲,男,271
2020,11,美洲地區(Americas),40-49歲,男,334
2020,12,美洲地區(Americas),40-49歲,男,363
2021,1,美洲地區(Americas),40-49歲,男,478
2021,2,美洲地區(Americas),40-49歲,男,323
2021,3,美洲地區(Americas),40-49歲,男,404
2021,4,美洲地區(Americas),40-49歲,男,335
2021,5,美洲地區(Americas),40-49歲,男,373
2021,6,美洲地區(Americas),40-49歲,男,835
2021,7,美洲地區(Americas),40-49歲,男,932
2021,8,美洲地區(Americas),40-49歲,男,720
2021,9,美洲地區(Americas),40-49歲,男,460
2021,10,美洲地區(Americas),40-49歲,男,523
2021,11,美洲地區(Americas),40-49歲,男,449
2021,12,美洲地區(Americas),40-49歲,男,459
2022,1,美洲地區(Americas),40-49歲,男,536
2022,2,美洲地區(Americas),40-49歲,男,537
2022,3,美洲地區(Americas),40-49歲,男,669
2022,4,美洲地區(Americas),40-49歲,男,711
2022,5,美洲地區(Americas),40-49歲,男,936
2022,6,美洲地區(Americas),40-49歲,男,1325
2022,7,美洲地區(Americas),40-49歲,男,2050
2022,8,美洲地區(Americas),40-49歲,男,2371
2022,9,美洲地區(Americas),40-49歲,男,2028
2022,10,美洲地區(Americas),40-49歲,男,2581
2022,11,美洲地區(Americas),40-49歲,男,2400
2022,12,美洲地區(Americas),40-49歲,男,2518
2023,1,美洲地區(Americas),40-49歲,男,3997
2023,2,美洲地區(Americas),40-49歲,男,2560
2023,3,美洲地區(Americas),40-49歲,男,3446
2023,4,美洲地區(Americas),40-49歲,男,3109
2023,5,美洲地區(Americas),40-49歲,男,3202
2023,6,美洲地區(Americas),40-49歲,男,4416
2023,7,美洲地區(Americas),40-49歲,男,5256
2023,8,美洲地區(Americas),40-49歲,男,3874
2023,9,美洲地區(Americas),40-49歲,男,3577
2023,10,美洲地區(Americas),40-49歲,男,4064
2023,11,美洲地區(Americas),40-49歲,男,3050
2023,12,美洲地區(Americas),40-49歲,男,2823
2024,1,美洲地區(Americas),40-49歲,男,4475
2024,2,美洲地區(Americas),40-49歲,男,3683
2024,3,美洲地區(Americas),40-49歲,男,3980
2024,4,美洲地區(Americas),40-49歲,男,4004
2024,5,美洲地區(Americas),40-49歲,男,3897
2024,6,美洲地區(Americas),40-49歲,男,4842
2024,7,美洲地區(Americas),40-49歲,男,5461
2024,8,美洲地區(Americas),40-49歲,男,4564
2024,9,美洲地區(Americas),40-49歲,男,4046
2024,10,美洲地區(Americas),40-49歲,男,3925
2024,11,美洲地區(Americas),40-49歲,男,3827
2024,12,美洲地區(Americas),40-49歲,男,3451
2025,1,美洲地區(Americas),40-49歲,男,5258
2025,2,美洲地區(Americas),40-49歲,男,3667
2025,3,美洲地區(Americas),40-49歲,男,4473
2025,4,美洲地區(Americas),40-49歲,男,4027
2025,5,美洲地區(Americas),40-49歲,男,4112
2025,6,美洲地區(Americas),40-49歲,男,4896
2025,7,美洲地區(Americas),40-49歲,男,5765
2025,8,美洲地區(Americas),40-49歲,男,4876
2025,9,美洲地區(Americas),40-49歲,男,4279
2025,10,美洲地區(Americas),40-49歲,男,4875
2025,11,美洲地區(Americas),40-49歲,男,4138
2025,12,美洲地區(Americas),40-49歲,男,3649
2026,1,美洲地區(Americas),40-49歲,男,4996
2019,1,美洲地區(Americas),40-49歲,女,5883
2019,2,美洲地區(Americas),40-49歲,女,4724
2019,3,美洲地區(Americas),40-49歲,女,4492
2019,4,美洲地區(Americas),40-49歲,女,3992
2019,5,美洲地區(Americas),40-49歲,女,4550
2019,6,美洲地區(Americas),40-49歲,女,5825
2019,7,美洲地區(Americas),40-49歲,女,6656
2019,8,美洲地區(Americas),40-49歲,女,6174
2019,9,美洲地區(Americas),40-49歲,女,4892
2019,10,美洲地區(Americas),40-49歲,女,4810
2019,11,美洲地區(Americas),40-49歲,女,3996
2019,12,美洲地區(Americas),40-49歲,女,4022
2020,1,美洲地區(Americas),40-49歲,女,6440
2020,2,美洲地區(Americas),40-49歲,女,3634
2020,3,美洲地區(Americas),40-49歲,女,1001
2020,4,美洲地區(Americas),40-49歲,女,64
2020,5,美洲地區(Americas),40-49歲,女,99
2020,6,美洲地區(Americas),40-49歲,女,218
2020,7,美洲地區(Americas),40-49歲,女,412
2020,8,美洲地區(Americas),40-49歲,女,643
2020,9,美洲地區(Americas),40-49歲,女,410
2020,10,美洲地區(Americas),40-49歲,女,332
2020,11,美洲地區(Americas),40-49歲,女,393
2020,12,美洲地區(Americas),40-49歲,女,394
2021,1,美洲地區(Americas),40-49歲,女,527
2021,2,美洲地區(Americas),40-49歲,女,407
2021,3,美洲地區(Americas),40-49歲,女,472
2021,4,美洲地區(Americas),40-49歲,女,414
2021,5,美洲地區(Americas),40-49歲,女,474
2021,6,美洲地區(Americas),40-49歲,女,1302
2021,7,美洲地區(Americas),40-49歲,女,1555
2021,8,美洲地區(Americas),40-49歲,女,1294
2021,9,美洲地區(Americas),40-49歲,女,447
2021,10,美洲地區(Americas),40-49歲,女,501
2021,11,美洲地區(Americas),40-49歲,女,381
2021,12,美洲地區(Americas),40-49歲,女,596
2022,1,美洲地區(Americas),40-49歲,女,595
2022,2,美洲地區(Americas),40-49歲,女,601
2022,3,美洲地區(Americas),40-49歲,女,588
2022,4,美洲地區(Americas),40-49歲,女,679
2022,5,美洲地區(Americas),40-49歲,女,850
2022,6,美洲地區(Americas),40-49歲,女,1502
2022,7,美洲地區(Americas),40-49歲,女,2709
2022,8,美洲地區(Americas),40-49歲,女,3735
2022,9,美洲地區(Americas),40-49歲,女,1890
2022,10,美洲地區(Americas),40-49歲,女,1878
2022,11,美洲地區(Americas),40-49歲,女,2310
2022,12,美洲地區(Americas),40-49歲,女,2944
2023,1,美洲地區(Americas),40-49歲,女,4548
2023,2,美洲地區(Americas),40-49歲,女,2686
2023,3,美洲地區(Americas),40-49歲,女,3087
2023,4,美洲地區(Americas),40-49歲,女,2934
2023,5,美洲地區(Americas),40-49歲,女,2836
2023,6,美洲地區(Americas),40-49歲,女,5091
2023,7,美洲地區(Americas),40-49歲,女,7351
2023,8,美洲地區(Americas),40-49歲,女,5888
2023,9,美洲地區(Americas),40-49歲,女,3498
2023,10,美洲地區(Americas),40-49歲,女,3428
2023,11,美洲地區(Americas),40-49歲,女,2891
2023,12,美洲地區(Americas),40-49歲,女,3038
2024,1,美洲地區(Americas),40-49歲,女,4498
2024,2,美洲地區(Americas),40-49歲,女,4147
2024,3,美洲地區(Americas),40-49歲,女,3616
2024,4,美洲地區(Americas),40-49歲,女,3594
2024,5,美洲地區(Americas),40-49歲,女,3491
2024,6,美洲地區(Americas),40-49歲,女,5333
2024,7,美洲地區(Americas),40-49歲,女,7341
2024,8,美洲地區(Americas),40-49歲,女,6159
2024,9,美洲地區(Americas),40-49歲,女,3634
2024,10,美洲地區(Americas),40-49歲,女,3464
2024,11,美洲地區(Americas),40-49歲,女,3347
2024,12,美洲地區(Americas),40-49歲,女,3658
2025,1,美洲地區(Americas),40-49歲,女,5819
2025,2,美洲地區(Americas),40-49歲,女,3726
2025,3,美洲地區(Americas),40-49歲,女,3853
2025,4,美洲地區(Americas),40-49歲,女,3706
2025,5,美洲地區(Americas),40-49歲,女,3608
2025,6,美洲地區(Americas),40-49歲,女,5407
2025,7,美洲地區(Americas),40-49歲,女,7591
2025,8,美洲地區(Americas),40-49歲,女,6306
2025,9,美洲地區(Americas),40-49歲,女,4043
2025,10,美洲地區(Americas),40-49歲,女,4272
2025,11,美洲地區(Americas),40-49歲,女,3541
2025,12,美洲地區(Americas),40-49歲,女,3906
2026,1,美洲地區(Americas),40-49歲,女,4872
2019,1,美洲地區(Americas),50-59歲,男,4709
2019,2,美洲地區(Americas),50-59歲,男,4198
2019,3,美洲地區(Americas),50-59歲,男,4237
2019,4,美洲地區(Americas),50-59歲,男,4228
2019,5,美洲地區(Americas),50-59歲,男,5600
2019,6,美洲地區(Americas),50-59歲,男,4806
2019,7,美洲地區(Americas),50-59歲,男,3919
2019,8,美洲地區(Americas),50-59歲,男,4459
2019,9,美洲地區(Americas),50-59歲,男,5000
2019,10,美洲地區(Americas),50-59歲,男,4761
2019,11,美洲地區(Americas),50-59歲,男,4109
2019,12,美洲地區(Americas),50-59歲,男,3890
2020,1,美洲地區(Americas),50-59歲,男,5478
2020,2,美洲地區(Americas),50-59歲,男,2987
2020,3,美洲地區(Americas),50-59歲,男,950
2020,4,美洲地區(Americas),50-59歲,男,63
2020,5,美洲地區(Americas),50-59歲,男,100
2020,6,美洲地區(Americas),50-59歲,男,262
2020,7,美洲地區(Americas),50-59歲,男,323
2020,8,美洲地區(Americas),50-59歲,男,339
2020,9,美洲地區(Americas),50-59歲,男,342
2020,10,美洲地區(Americas),50-59歲,男,344
2020,11,美洲地區(Americas),50-59歲,男,403
2020,12,美洲地區(Americas),50-59歲,男,405
2021,1,美洲地區(Americas),50-59歲,男,371
2021,2,美洲地區(Americas),50-59歲,男,305
2021,3,美洲地區(Americas),50-59歲,男,338
2021,4,美洲地區(Americas),50-59歲,男,358
2021,5,美洲地區(Americas),50-59歲,男,445
2021,6,美洲地區(Americas),50-59歲,男,1008
2021,7,美洲地區(Americas),50-59歲,男,895
2021,8,美洲地區(Americas),50-59歲,男,874
2021,9,美洲地區(Americas),50-59歲,男,470
2021,10,美洲地區(Americas),50-59歲,男,487
2021,11,美洲地區(Americas),50-59歲,男,480
2021,12,美洲地區(Americas),50-59歲,男,618
2022,1,美洲地區(Americas),50-59歲,男,555
2022,2,美洲地區(Americas),50-59歲,男,509
2022,3,美洲地區(Americas),50-59歲,男,655
2022,4,美洲地區(Americas),50-59歲,男,752
2022,5,美洲地區(Americas),50-59歲,男,1121
2022,6,美洲地區(Americas),50-59歲,男,1399
2022,7,美洲地區(Americas),50-59歲,男,1767
2022,8,美洲地區(Americas),50-59歲,男,2175
2022,9,美洲地區(Americas),50-59歲,男,1939
2022,10,美洲地區(Americas),50-59歲,男,2173
2022,11,美洲地區(Americas),50-59歲,男,2317
2022,12,美洲地區(Americas),50-59歲,男,2568
2023,1,美洲地區(Americas),50-59歲,男,3522
2023,2,美洲地區(Americas),50-59歲,男,2276
2023,3,美洲地區(Americas),50-59歲,男,2925
2023,4,美洲地區(Americas),50-59歲,男,2918
2023,5,美洲地區(Americas),50-59歲,男,3779
2023,6,美洲地區(Americas),50-59歲,男,3950
2023,7,美洲地區(Americas),50-59歲,男,3829
2023,8,美洲地區(Americas),50-59歲,男,3644
2023,9,美洲地區(Americas),50-59歲,男,3503
2023,10,美洲地區(Americas),50-59歲,男,3502
2023,11,美洲地區(Americas),50-59歲,男,2971
2023,12,美洲地區(Americas),50-59歲,男,2990
2024,1,美洲地區(Americas),50-59歲,男,3688
2024,2,美洲地區(Americas),50-59歲,男,3538
2024,3,美洲地區(Americas),50-59歲,男,3500
2024,4,美洲地區(Americas),50-59歲,男,3671
2024,5,美洲地區(Americas),50-59歲,男,4421
2024,6,美洲地區(Americas),50-59歲,男,4248
2024,7,美洲地區(Americas),50-59歲,男,4076
2024,8,美洲地區(Americas),50-59歲,男,4452
2024,9,美洲地區(Americas),50-59歲,男,3813
2024,10,美洲地區(Americas),50-59歲,男,3656
2024,11,美洲地區(Americas),50-59歲,男,3407
2024,12,美洲地區(Americas),50-59歲,男,3330
2025,1,美洲地區(Americas),50-59歲,男,4817
2025,2,美洲地區(Americas),50-59歲,男,3308
2025,3,美洲地區(Americas),50-59歲,男,3924
2025,4,美洲地區(Americas),50-59歲,男,3797
2025,5,美洲地區(Americas),50-59歲,男,4759
2025,6,美洲地區(Americas),50-59歲,男,4791
2025,7,美洲地區(Americas),50-59歲,男,4297
2025,8,美洲地區(Americas),50-59歲,男,4598
2025,9,美洲地區(Americas),50-59歲,男,4285
2025,10,美洲地區(Americas),50-59歲,男,4357
2025,11,美洲地區(Americas),50-59歲,男,3857
2025,12,美洲地區(Americas),50-59歲,男,3626
2026,1,美洲地區(Americas),50-59歲,男,4478
2019,1,美洲地區(Americas),50-59歲,女,5109
2019,2,美洲地區(Americas),50-59歲,女,5385
2019,3,美洲地區(Americas),50-59歲,女,5570
2019,4,美洲地區(Americas),50-59歲,女,5316
2019,5,美洲地區(Americas),50-59歲,女,7397
2019,6,美洲地區(Americas),50-59歲,女,6119
2019,7,美洲地區(Americas),50-59歲,女,4852
2019,8,美洲地區(Americas),50-59歲,女,5552
2019,9,美洲地區(Americas),50-59歲,女,7008
2019,10,美洲地區(Americas),50-59歲,女,6555
2019,11,美洲地區(Americas),50-59歲,女,5592
2019,12,美洲地區(Americas),50-59歲,女,4890
2020,1,美洲地區(Americas),50-59歲,女,6203
2020,2,美洲地區(Americas),50-59歲,女,4431
2020,3,美洲地區(Americas),50-59歲,女,1380
2020,4,美洲地區(Americas),50-59歲,女,94
2020,5,美洲地區(Americas),50-59歲,女,201
2020,6,美洲地區(Americas),50-59歲,女,406
2020,7,美洲地區(Americas),50-59歲,女,488
2020,8,美洲地區(Americas),50-59歲,女,601
2020,9,美洲地區(Americas),50-59歲,女,506
2020,10,美洲地區(Americas),50-59歲,女,537
2020,11,美洲地區(Americas),50-59歲,女,623
2020,12,美洲地區(Americas),50-59歲,女,555
2021,1,美洲地區(Americas),50-59歲,女,579
2021,2,美洲地區(Americas),50-59歲,女,463
2021,3,美洲地區(Americas),50-59歲,女,589
2021,4,美洲地區(Americas),50-59歲,女,557
2021,5,美洲地區(Americas),50-59歲,女,767
2021,6,美洲地區(Americas),50-59歲,女,1757
2021,7,美洲地區(Americas),50-59歲,女,1617
2021,8,美洲地區(Americas),50-59歲,女,1366
2021,9,美洲地區(Americas),50-59歲,女,638
2021,10,美洲地區(Americas),50-59歲,女,692
2021,11,美洲地區(Americas),50-59歲,女,677
2021,12,美洲地區(Americas),50-59歲,女,952
2022,1,美洲地區(Americas),50-59歲,女,729
2022,2,美洲地區(Americas),50-59歲,女,729
2022,3,美洲地區(Americas),50-59歲,女,946
2022,4,美洲地區(Americas),50-59歲,女,1205
2022,5,美洲地區(Americas),50-59歲,女,1776
2022,6,美洲地區(Americas),50-59歲,女,2005
2022,7,美洲地區(Americas),50-59歲,女,2588
2022,8,美洲地區(Americas),50-59歲,女,3257
2022,9,美洲地區(Americas),50-59歲,女,2504
2022,10,美洲地區(Americas),50-59歲,女,2520
2022,11,美洲地區(Americas),50-59歲,女,3037
2022,12,美洲地區(Americas),50-59歲,女,3643
2023,1,美洲地區(Americas),50-59歲,女,4249
2023,2,美洲地區(Americas),50-59歲,女,2977
2023,3,美洲地區(Americas),50-59歲,女,3567
2023,4,美洲地區(Americas),50-59歲,女,3643
2023,5,美洲地區(Americas),50-59歲,女,5019
2023,6,美洲地區(Americas),50-59歲,女,5044
2023,7,美洲地區(Americas),50-59歲,女,4791
2023,8,美洲地區(Americas),50-59歲,女,4829
2023,9,美洲地區(Americas),50-59歲,女,4701
2023,10,美洲地區(Americas),50-59歲,女,4157
2023,11,美洲地區(Americas),50-59歲,女,3710
2023,12,美洲地區(Americas),50-59歲,女,3862
2024,1,美洲地區(Americas),50-59歲,女,4057
2024,2,美洲地區(Americas),50-59歲,女,4587
2024,3,美洲地區(Americas),50-59歲,女,4111
2024,4,美洲地區(Americas),50-59歲,女,4322
2024,5,美洲地區(Americas),50-59歲,女,5677
2024,6,美洲地區(Americas),50-59歲,女,5228
2024,7,美洲地區(Americas),50-59歲,女,5170
2024,8,美洲地區(Americas),50-59歲,女,5634
2024,9,美洲地區(Americas),50-59歲,女,4498
2024,10,美洲地區(Americas),50-59歲,女,4626
2024,11,美洲地區(Americas),50-59歲,女,4025
2024,12,美洲地區(Americas),50-59歲,女,4257
2025,1,美洲地區(Americas),50-59歲,女,5524
2025,2,美洲地區(Americas),50-59歲,女,3898
2025,3,美洲地區(Americas),50-59歲,女,4205
2025,4,美洲地區(Americas),50-59歲,女,4179
2025,5,美洲地區(Americas),50-59歲,女,6040
2025,6,美洲地區(Americas),50-59歲,女,5748
2025,7,美洲地區(Americas),50-59歲,女,5433
2025,8,美洲地區(Americas),50-59歲,女,5695
2025,9,美洲地區(Americas),50-59歲,女,5261
2025,10,美洲地區(Americas),50-59歲,女,5098
2025,11,美洲地區(Americas),50-59歲,女,4227
2025,12,美洲地區(Americas),50-59歲,女,4557
2026,1,美洲地區(Americas),50-59歲,女,4635
2019,1,美洲地區(Americas),60歲以上,男,5585
2019,2,美洲地區(Americas),60歲以上,男,5640
2019,3,美洲地區(Americas),60歲以上,男,6785
2019,4,美洲地區(Americas),60歲以上,男,7815
2019,5,美洲地區(Americas),60歲以上,男,9561
2019,6,美洲地區(Americas),60歲以上,男,7460
2019,7,美洲地區(Americas),60歲以上,男,4664
2019,8,美洲地區(Americas),60歲以上,男,4371
2019,9,美洲地區(Americas),60歲以上,男,7673
2019,10,美洲地區(Americas),60歲以上,男,7589
2019,11,美洲地區(Americas),60歲以上,男,7089
2019,12,美洲地區(Americas),60歲以上,男,5722
2020,1,美洲地區(Americas),60歲以上,男,9093
2020,2,美洲地區(Americas),60歲以上,男,5866
2020,3,美洲地區(Americas),60歲以上,男,2130
2020,4,美洲地區(Americas),60歲以上,男,131
2020,5,美洲地區(Americas),60歲以上,男,302
2020,6,美洲地區(Americas),60歲以上,男,673
2020,7,美洲地區(Americas),60歲以上,男,719
2020,8,美洲地區(Americas),60歲以上,男,496
2020,9,美洲地區(Americas),60歲以上,男,600
2020,10,美洲地區(Americas),60歲以上,男,645
2020,11,美洲地區(Americas),60歲以上,男,768
2020,12,美洲地區(Americas),60歲以上,男,650
2021,1,美洲地區(Americas),60歲以上,男,659
2021,2,美洲地區(Americas),60歲以上,男,532
2021,3,美洲地區(Americas),60歲以上,男,797
2021,4,美洲地區(Americas),60歲以上,男,945
2021,5,美洲地區(Americas),60歲以上,男,1374
2021,6,美洲地區(Americas),60歲以上,男,2825
2021,7,美洲地區(Americas),60歲以上,男,1751
2021,8,美洲地區(Americas),60歲以上,男,1013
2021,9,美洲地區(Americas),60歲以上,男,898
2021,10,美洲地區(Americas),60歲以上,男,918
2021,11,美洲地區(Americas),60歲以上,男,993
2021,12,美洲地區(Americas),60歲以上,男,1199
2022,1,美洲地區(Americas),60歲以上,男,975
2022,2,美洲地區(Americas),60歲以上,男,865
2022,3,美洲地區(Americas),60歲以上,男,1438
2022,4,美洲地區(Americas),60歲以上,男,1845
2022,5,美洲地區(Americas),60歲以上,男,2490
2022,6,美洲地區(Americas),60歲以上,男,3051
2022,7,美洲地區(Americas),60歲以上,男,2508
2022,8,美洲地區(Americas),60歲以上,男,2302
2022,9,美洲地區(Americas),60歲以上,男,3175
2022,10,美洲地區(Americas),60歲以上,男,3601
2022,11,美洲地區(Americas),60歲以上,男,5241
2022,12,美洲地區(Americas),60歲以上,男,6156
2023,1,美洲地區(Americas),60歲以上,男,5077
2023,2,美洲地區(Americas),60歲以上,男,4531
2023,3,美洲地區(Americas),60歲以上,男,6395
2023,4,美洲地區(Americas),60歲以上,男,6873
2023,5,美洲地區(Americas),60歲以上,男,8616
2023,6,美洲地區(Americas),60歲以上,男,7143
2023,7,美洲地區(Americas),60歲以上,男,4543
2023,8,美洲地區(Americas),60歲以上,男,3739
2023,9,美洲地區(Americas),60歲以上,男,6641
2023,10,美洲地區(Americas),60歲以上,男,6196
